id,skill_id,level,name,description,description_gacha
563,196,1,満々(守),自分のHPが満タンのとき\n「まもり」が{0}%増加する,自分のHPが\n満タンのとき\n「まもり」が\n増加する
564,197,1,満々(早),自分のHPが満タンのとき\n「すばやさ」が{0}%増加する,自分のHPが\n満タンのとき\n「すばやさ」が\n増加する
565,198,1,妖気チャージ,バトルのとき　妖気ゲージを\n{0}%増加する,バトルのとき\n妖気ゲージを\n増加する
566,199,2,妖気チャージ,バトルのとき　妖気ゲージを\n{0}%増加する,バトルのとき\n妖気ゲージを\n増加する
567,200,3,妖気チャージ,バトルのとき　妖気ゲージを\n{0}%増加する,バトルのとき\n妖気ゲージを\n増加する
568,201,1,得意 イサマシ,バトルのとき　イサマシ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nイサマシ族の敵に\n与えるダメージを\n増加する
569,202,2,得意 イサマシ,バトルのとき　イサマシ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nイサマシ族の敵に\n与えるダメージを\n増加する
570,203,3,得意 イサマシ,バトルのとき　イサマシ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nイサマシ族の敵に\n与えるダメージを\n増加する
571,204,4,得意 イサマシ,バトルのとき　イサマシ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nイサマシ族の敵に\n与えるダメージを\n増加する
572,205,5,得意 イサマシ,バトルのとき　イサマシ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nイサマシ族の敵に\n与えるダメージを\n増加する
573,206,1,得意 フシギ,バトルのとき　フシギ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nフシギ族の敵に\n与えるダメージを\n増加する
574,207,2,得意 フシギ,バトルのとき　フシギ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nフシギ族の敵に\n与えるダメージを\n増加する
575,208,3,得意 フシギ,バトルのとき　フシギ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nフシギ族の敵に\n与えるダメージを\n増加する
576,209,4,得意 フシギ,バトルのとき　フシギ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nフシギ族の敵に\n与えるダメージを\n増加する
577,210,5,得意 フシギ,バトルのとき　フシギ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nフシギ族の敵に\n与えるダメージを\n増加する
578,211,1,得意 ゴーケツ,バトルのとき　ゴーケツ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nゴーケツ族の敵に\n与えるダメージを\n増加する
579,212,2,得意 ゴーケツ,バトルのとき　ゴーケツ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nゴーケツ族の敵に\n与えるダメージを\n増加する
580,213,3,得意 ゴーケツ,バトルのとき　ゴーケツ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nゴーケツ族の敵に\n与えるダメージを\n増加する
581,214,4,得意 ゴーケツ,バトルのとき　ゴーケツ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nゴーケツ族の敵に\n与えるダメージを\n増加する
582,215,5,得意 ゴーケツ,バトルのとき　ゴーケツ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nゴーケツ族の敵に\n与えるダメージを\n増加する
583,216,1,得意 プリチー,バトルのとき　プリチー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nプリチー族の敵に\n与えるダメージを\n増加する
584,217,2,得意 プリチー,バトルのとき　プリチー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nプリチー族の敵に\n与えるダメージを\n増加する
585,218,3,得意 プリチー,バトルのとき　プリチー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nプリチー族の敵に\n与えるダメージを\n増加する
586,219,4,得意 プリチー,バトルのとき　プリチー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nプリチー族の敵に\n与えるダメージを\n増加する
587,220,5,得意 プリチー,バトルのとき　プリチー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nプリチー族の敵に\n与えるダメージを\n増加する
588,221,1,得意 ポカポカ,バトルのとき　ポカポカ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nポカポカ族の敵に\n与えるダメージを\n増加する
589,222,2,得意 ポカポカ,バトルのとき　ポカポカ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nポカポカ族の敵に\n与えるダメージを\n増加する
590,223,3,得意 ポカポカ,バトルのとき　ポカポカ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nポカポカ族の敵に\n与えるダメージを\n増加する
591,224,4,得意 ポカポカ,バトルのとき　ポカポカ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nポカポカ族の敵に\n与えるダメージを\n増加する
592,225,5,得意 ポカポカ,バトルのとき　ポカポカ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nポカポカ族の敵に\n与えるダメージを\n増加する
593,226,1,得意 ウスラカゲ,バトルのとき　ウスラカゲ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nウスラカゲ族の\n敵に与える\nダメージを\n増加する
594,227,2,得意 ウスラカゲ,バトルのとき　ウスラカゲ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nウスラカゲ族の\n敵に与える\nダメージを\n増加する
595,228,3,得意 ウスラカゲ,バトルのとき　ウスラカゲ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nウスラカゲ族の\n敵に与える\nダメージを\n増加する
596,229,4,得意 ウスラカゲ,バトルのとき　ウスラカゲ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nウスラカゲ族の\n敵に与える\nダメージを\n増加する
597,230,5,得意 ウスラカゲ,バトルのとき　ウスラカゲ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nウスラカゲ族の\n敵に与える\nダメージを\n増加する
598,231,1,得意 ブキミー,バトルのとき　ブキミー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nブキミー族の敵に\n与えるダメージを\n増加する
599,232,2,得意 ブキミー,バトルのとき　ブキミー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nブキミー族の敵に\n与えるダメージを\n増加する
600,233,3,得意 ブキミー,バトルのとき　ブキミー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nブキミー族の敵に\n与えるダメージを\n増加する
601,234,4,得意 ブキミー,バトルのとき　ブキミー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nブキミー族の敵に\n与えるダメージを\n増加する
602,235,5,得意 ブキミー,バトルのとき　ブキミー族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nブキミー族の敵に\n与えるダメージを\n増加する
603,236,1,得意 ニョロロン,バトルのとき　ニョロロン族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nニョロロン族の\n敵に与える\nダメージを\n増加する
604,237,2,得意 ニョロロン,バトルのとき　ニョロロン族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nニョロロン族の\n敵に与える\nダメージを\n増加する
605,238,3,得意 ニョロロン,バトルのとき　ニョロロン族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nニョロロン族の\n敵に与える\nダメージを\n増加する
606,239,4,得意 ニョロロン,バトルのとき　ニョロロン族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nニョロロン族の\n敵に与える\nダメージを\n増加する
607,240,5,得意 ニョロロン,バトルのとき　ニョロロン族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nニョロロン族の\n敵に与える\nダメージを\n増加する
608,241,1,得意 かいま,バトルのとき　かいま族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nかいま族の敵に\n与えるダメージを\n増加する
609,242,2,得意 かいま,バトルのとき　かいま族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nかいま族の敵に\n与えるダメージを\n増加する
610,243,3,得意 かいま,バトルのとき　かいま族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nかいま族の敵に\n与えるダメージを\n増加する
611,244,4,得意 かいま,バトルのとき　かいま族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nかいま族の敵に\n与えるダメージを\n増加する
612,245,5,得意 かいま,バトルのとき　かいま族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nかいま族の敵に\n与えるダメージを\n増加する
613,246,1,得意 ハグレ,バトルのとき　ハグレ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nハグレ族の敵に\n与えるダメージを\n増加する
614,247,2,得意 ハグレ,バトルのとき　ハグレ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nハグレ族の敵に\n与えるダメージを\n増加する
615,248,3,得意 ハグレ,バトルのとき　ハグレ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nハグレ族の敵に\n与えるダメージを\n増加する
616,249,4,得意 ハグレ,バトルのとき　ハグレ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nハグレ族の敵に\n与えるダメージを\n増加する
617,250,5,得意 ハグレ,バトルのとき　ハグレ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nハグレ族の敵に\n与えるダメージを\n増加する
618,251,1,得意 エンマ,バトルのとき　エンマ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nエンマ族の敵に\n与えるダメージを\n増加する
619,252,2,得意 エンマ,バトルのとき　エンマ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nエンマ族の敵に\n与えるダメージを\n増加する
620,253,3,得意 エンマ,バトルのとき　エンマ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nエンマ族の敵に\n与えるダメージを\n増加する
621,254,4,得意 エンマ,バトルのとき　エンマ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nエンマ族の敵に\n与えるダメージを\n増加する
622,255,5,得意 エンマ,バトルのとき　エンマ族の敵に\n与えるダメージを　{0}%増加する,バトルのとき\nエンマ族の敵に\n与えるダメージを\n増加する
3001,3001,1,絆(テスト１),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nジバニャン　ジバニャンＳ　トゲニャン\nワルニャン　ロボニャン　ゴルニャン\nダイヤニャン　サファイニャン,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
3002,3001,2,絆(テスト１),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nジバニャン　ジバニャンＳ　トゲニャン\nワルニャン　ロボニャン　ゴルニャン\nダイヤニャン　サファイニャン,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
3003,3002,1,絆(テスト２),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nウィスパー　ウィスベェ　ぶようじん坊,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
3004,3002,2,絆(テスト２),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nウィスパー　ウィスベェ　ぶようじん坊,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
3005,3003,1,絆(テスト３),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nがらあきん坊　さきがけの助　つづかな僧\nやめたい師　もうせん和尚　ちからモチ\nやきモチ　ダラケ刀　ザンバラ刀\nダララだんびら　しょうブシ,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
3006,3003,2,絆(テスト３),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nがらあきん坊　さきがけの助　つづかな僧\nやめたい師　もうせん和尚　ちからモチ\nやきモチ　ダラケ刀　ザンバラ刀\nダララだんびら　しょうブシ,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
3007,3004,1,絆(テスト４),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nまさむね,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
3008,3004,2,絆(テスト４),バトルのとき　中央の敵が特定の妖怪のとき\nともだちになる確率が　{0}増加する\n（降臨ボスは対象外）\nまさむね,バトルのとき\n中央の敵が特定の\n妖怪のとき\nともだち確率が\n増加する
10001,10001,1,友情 牛頭,バトルメンバーに　牛頭がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10002,10002,1,友情 馬頭,バトルメンバーに　馬頭がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10003,10003,1,友情 レッドＪ,バトルメンバーに　レッドＪがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10004,10004,1,友情 マイティー,バトルメンバーに　マイティードッグがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10005,10005,1,友情 スシジバ,バトルメンバーに　スシジバがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10006,10006,1,友情 カゲムラ,バトルメンバーに　Ｄｒ．カゲムラがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10007,10007,1,友情 シャーク,バトルメンバーに　ザ・シャークがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10008,10008,1,友情 メカキュウ,バトルメンバーに　メカキュウビがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10009,10009,1,友情 ドジラ,バトルメンバーに　ドジラがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10010,10010,1,友情 オロチ,バトルメンバーに　オロチがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10011,10011,1,友情 ふじみ御前,バトルメンバーに　ふじみ御前がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10012,10012,1,友情 ファントム,バトルメンバーに　ファントムがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10013,10013,1,友情 ほむら天狗,バトルメンバーに　ほむら天狗がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10014,10014,1,友情 酒呑童子,バトルメンバーに　酒呑童子がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10015,10015,1,友情 あつガルル,バトルメンバーに　あつガルルがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10016,10016,1,友情 カルラ,バトルメンバーに　カルラがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10017,10017,1,友情 絶オジイ,バトルメンバーに　絶オジイがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10018,10018,1,友情 イッカク,バトルメンバーに　イッカクがいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10019,10019,1,装飾 超力,超力のうでわを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10020,10020,1,装飾 豪気,豪気のうでわを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10021,10021,1,装飾 幻影,げんえいのゆびわを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10022,10022,1,装飾 妖精,妖精のゆびわを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10023,10023,1,装飾 てっぺき,てっぺきのおまもりを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10024,10024,1,装飾 幸運,幸運のおまもりを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10025,10025,1,装飾 はやて,はやてのバッジを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10026,10026,1,装飾 オーロラ,オーロラのバッジを　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10027,10027,1,装飾 セミ忍刀,セミ忍刀を　装備しているとき\n全ステータスが{0}％増加,特定のアイテムを\n装備しているとき\n全ステータスが\n増加する
10028,10028,1,友情 ジバとふぶき,ジバニャンと　ふぶき姫がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10029,10029,1,友情 ジバかふぶき,ジバニャンか　ふぶき姫がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10030,10030,1,友情 自分とふぶき,ジバニャンと　ふぶき姫がいると\n全ステータスが{0}％増加する,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
10031,10031,1,友情 プリチーたち,ジバニャン＆ふぶき姫　またはコマさん＆\n百鬼姫がいると全ステータスが{0}％増加,バトルメンバーに\n特定の妖怪がいる\nとステータスが\n増加する
20001,20001,1,攻レッドマイティ,レッドＪ　マイティードッグがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n大幅に増加する
20002,20001,2,攻レッドマイティ,レッドＪ　マイティードッグがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n大幅に増加する
20003,20001,3,攻レッドマイティ,レッドＪ　マイティードッグがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n大幅に増加する
20004,20002,1,闘志 イベント名１,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n大幅に増加する
20005,20002,2,闘志 イベント名１,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n大幅に増加する
20006,20002,3,闘志 イベント名１,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n大幅に増加する
20007,20003,1,威圧 イベント名１,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}％減少,降臨イベントで\n特定ボスのとき\nそのボスの\n全ステータスを\n減少させる
20008,20003,2,威圧 イベント名１,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}％減少,降臨イベントで\n特定ボスのとき\nそのボスの\n全ステータスを\n減少させる
20009,20003,3,威圧 イベント名１,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}％減少,降臨イベントで\n特定ボスのとき\nそのボスの\n全ステータスを\n減少させる
20010,20004,1,にらむ イベント名,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}減少,降臨イベントで\n特定ボスのとき\nそのボスの\n全ステータスを\n減少させる
20011,20004,2,にらむ イベント名,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}減少,降臨イベントで\n特定ボスのとき\nそのボスの\n全ステータスを\n減少させる
20012,20004,3,にらむ イベント名,やきもち　グラグライオン　オオクワノ神が\nボスのとき　全ステータスを{0}減少,降臨イベントで\n特定ボスのとき\nそのボスの\n全ステータスを\n減少させる
20013,20005,1,攻ﾀﾞｰｸﾆｬﾝ&ｺﾏｰ,ダークニャン　ダークコマーがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20014,20005,2,攻ﾀﾞｰｸﾆｬﾝ&ｺﾏｰ,ダークニャン　ダークコマーがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20015,20005,3,攻ﾀﾞｰｸﾆｬﾝ&ｺﾏｰ,ダークニャン　ダークコマーがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20016,20006,1,攻ﾋｰﾛｰ&ﾛﾎﾞﾆｬﾝF,ヒーローニャン　ロボニャンＦ型がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20017,20006,2,攻ﾋｰﾛｰ&ﾛﾎﾞﾆｬﾝF,ヒーローニャン　ロボニャンＦ型がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20018,20006,3,攻ﾋｰﾛｰ&ﾛﾎﾞﾆｬﾝF,ヒーローニャン　ロボニャンＦ型がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20019,20007,1,攻ほむら&魔女,ほむら天狗　ニャン魔女がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20020,20007,2,攻ほむら&魔女,ほむら天狗　ニャン魔女がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20021,20007,3,攻ほむら&魔女,ほむら天狗　ニャン魔女がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20022,20008,1,攻ガブニャン,ガブニャンがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20023,20008,2,攻ガブニャン,ガブニャンがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20024,20008,3,攻ガブニャン,ガブニャンがボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20025,20009,1,攻ｲｯｶｸ&呪野花子,イッカク　呪野花子がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20026,20009,2,攻ｲｯｶｸ&呪野花子,イッカク　呪野花子がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
20027,20009,3,攻ｲｯｶｸ&呪野花子,イッカク　呪野花子がボスのとき\n全ステータスを{0}％増加,降臨イベントで\n特定ボスのとき\n全ステータスを\n増加する
